,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo,posse_de_veiculo,posse_de_imovel
3832,0,38.3,16.0,1,0,0,0,1.0,False,0,0,1
3833,0,48.6,,1,0,0,0,2.0,False,0,0,1
3835,0,50.4,14.9,1,0,0,0,2.0,False,0,1,1
3837,0,48.3,6.5,1,0,0,1,2.0,False,0,0,1
3838,0,25.8,3.7,1,0,0,0,2.0,False,1,1,1
3839,1,44.1,9.8,1,0,1,0,3.0,False,0,0,1
3840,0,59.8,18.3,1,0,0,0,2.0,False,1,0,1
3841,0,49.3,15.4,1,0,0,0,2.0,False,0,0,0
3842,0,60.2,21.1,1,1,1,0,2.0,False,1,1,1
3843,0,51.4,6.0,1,0,1,0,2.0,False,1,1,0
3844,2,39.6,16.7,1,1,0,0,4.0,False,0,1,1
3847,0,64.3,,1,0,0,0,2.0,False,0,0,1
3848,0,59.5,,1,0,0,0,2.0,False,0,1,0
3850,0,27.2,1.1,1,1,0,0,1.0,False,1,1,0
3851,0,29.8,3.6,1,1,0,0,2.0,False,1,1,1
3854,0,67.4,21.2,1,0,1,0,1.0,False,0,0,0
3855,1,37.1,2.6,1,0,0,0,2.0,False,0,1,1
3856,2,33.4,3.7,1,0,0,0,4.0,False,0,0,1
3857,0,57.4,,1,0,0,0,2.0,False,0,0,1
3858,0,61.5,,1,0,0,0,2.0,False,0,0,1
3859,0,56.0,,1,0,1,0,1.0,False,0,0,1
3860,0,50.8,11.1,1,0,0,0,2.0,False,0,0,1
3861,0,67.8,,1,0,1,0,1.0,False,0,0,1
3863,1,29.6,4.8,1,0,0,0,3.0,False,0,1,1
3865,0,53.1,5.9,1,0,0,0,2.0,False,1,1,0
3866,0,59.5,10.4,1,0,0,0,2.0,False,0,1,0
3867,2,40.3,3.4,1,0,1,0,4.0,False,0,0,1
3868,0,54.4,1.7,1,0,0,0,1.0,False,0,1,1
3869,0,61.8,,1,0,0,0,2.0,False,1,0,1
3870,0,55.8,,1,0,0,0,2.0,False,0,0,1
3873,0,50.0,8.3,1,0,1,0,2.0,False,0,1,1
3875,0,48.8,3.5,1,0,0,0,2.0,False,0,0,1
3882,0,44.6,8.5,1,0,0,0,2.0,False,1,1,1
3892,0,43.6,8.4,1,1,1,0,2.0,False,0,1,1
3893,0,59.7,,1,0,0,0,1.0,True,0,0,1
3894,0,59.7,,1,0,0,0,1.0,False,0,0,1
3895,0,43.6,5.8,1,0,1,0,2.0,False,0,1,1
3898,0,65.2,,1,0,0,0,1.0,False,0,0,1
3902,0,50.6,16.5,1,0,1,0,2.0,False,0,0,1
3908,1,41.9,6.8,1,0,1,0,3.0,False,1,1,1
3915,1,33.5,7.5,1,0,0,0,3.0,False,1,1,1
3916,0,37.5,9.6,1,0,1,0,2.0,False,1,1,1
3917,0,58.9,,1,0,0,0,2.0,False,0,0,1
3919,0,51.7,15.9,1,0,0,0,2.0,False,1,0,1
3920,0,50.6,5.8,1,0,0,0,1.0,False,0,1,1
3925,0,57.6,19.9,1,0,0,0,2.0,False,0,0,1
3927,1,48.6,7.1,1,1,0,0,3.0,False,0,0,0
3928,0,50.1,9.8,1,0,0,0,2.0,False,1,0,0
3929,1,35.6,2.4,1,0,1,0,3.0,False,1,1,1
3930,0,63.8,,1,0,1,0,2.0,False,0,0,1
3935,1,33.1,2.8,1,1,0,0,3.0,False,0,0,1
3936,1,42.1,3.1,1,0,0,0,2.0,False,0,0,1
3937,0,51.8,12.2,1,0,0,0,2.0,False,0,0,1
3940,0,42.2,4.9,1,0,0,0,2.0,False,0,0,1
3943,1,43.6,10.9,1,0,0,0,2.0,False,0,0,1
3952,0,62.6,,1,0,1,0,2.0,False,0,0,1
3958,1,39.5,16.8,1,0,0,0,3.0,False,1,1,1
3959,0,60.1,9.5,1,0,0,0,2.0,False,0,0,1
3960,0,47.1,13.2,1,0,0,0,2.0,False,0,1,1
3961,1,39.5,1.2,1,0,0,0,2.0,False,0,0,1
3970,0,40.8,3.4,1,0,0,0,2.0,False,0,0,1
3977,0,57.3,,1,0,0,0,1.0,False,0,1,0
3979,0,34.1,5.7,1,1,0,0,2.0,False,0,1,1
3981,1,34.4,7.1,1,1,1,0,2.0,False,0,0,1
3982,0,55.6,,1,0,0,0,2.0,False,0,0,1
3983,0,60.6,,1,0,0,0,1.0,False,0,0,1
3984,1,45.0,8.8,1,1,1,0,3.0,False,1,1,1
3985,1,30.7,4.2,1,0,0,0,3.0,False,0,1,1
3986,0,34.7,6.5,1,0,0,0,2.0,False,1,1,1
3987,0,56.0,,1,0,0,0,2.0,False,0,1,0
3988,0,46.7,6.2,1,0,0,0,2.0,False,1,1,1
3989,1,41.5,5.6,1,0,0,0,3.0,False,0,0,0
3990,0,54.4,0.7,1,0,0,0,2.0,False,0,0,1
3991,0,47.1,2.8,1,0,0,0,2.0,False,0,0,0
3992,0,31.5,4.5,1,0,1,0,2.0,False,0,0,1
3993,0,27.4,6.8,1,0,0,1,2.0,False,0,0,1
3994,0,32.1,10.0,1,0,1,0,1.0,False,1,0,0
3996,0,45.2,0.6,1,0,0,0,2.0,False,0,0,1
3998,0,53.8,8.7,1,1,0,0,2.0,False,0,0,1
3999,0,41.8,7.3,1,0,0,0,2.0,False,0,0,1
4000,0,32.9,1.2,1,0,0,0,2.0,False,0,0,1
4001,1,41.8,18.2,1,0,0,0,3.0,False,0,1,1
4002,0,25.7,1.4,1,0,1,0,1.0,False,1,0,0
4003,0,47.2,2.6,1,0,1,0,2.0,False,1,1,1
4004,1,33.1,8.7,1,0,0,0,3.0,False,0,0,0
4005,0,36.0,6.5,1,0,0,0,2.0,False,1,0,0
4006,0,61.1,6.0,1,0,0,0,2.0,False,0,0,0
4007,0,48.3,15.2,1,0,0,0,2.0,False,0,0,1
4008,1,28.3,6.7,1,1,0,0,3.0,False,0,0,1
4009,0,52.9,13.2,1,1,1,0,2.0,False,0,0,1
4011,0,30.2,2.7,1,1,1,0,1.0,False,1,1,1
4012,0,33.5,4.5,1,0,0,0,2.0,False,1,1,1
4013,0,62.3,,1,0,0,0,2.0,False,0,0,1
4014,0,32.5,12.6,1,0,0,0,2.0,False,0,0,1
4017,0,60.1,,1,0,0,0,1.0,False,0,0,1
4018,1,43.7,3.4,1,0,0,0,3.0,False,1,0,1
4021,0,58.8,,1,0,0,0,2.0,False,0,0,1
4022,2,26.0,3.6,1,0,0,0,4.0,False,1,0,0
4023,0,44.0,8.3,1,1,0,0,2.0,False,0,1,1
4025,0,56.0,11.5,1,0,0,0,2.0,False,0,0,1
4026,0,26.0,3.1,1,0,0,0,2.0,False,1,1,0
4029,2,40.5,3.2,1,0,0,0,4.0,False,1,1,1
4032,1,40.8,2.4,1,0,0,0,2.0,False,0,0,1
4034,0,66.7,,1,0,0,0,2.0,False,0,0,1
4039,2,31.5,0.6,1,0,0,1,4.0,False,0,0,1
4041,1,46.1,0.9,1,0,0,0,3.0,False,0,1,1
4045,0,28.4,4.6,1,0,0,0,2.0,False,1,1,1
4049,2,30.2,9.8,1,0,0,0,4.0,False,0,0,1
4055,1,33.8,9.0,1,0,0,0,3.0,False,0,0,0
4057,0,66.7,,1,0,0,0,2.0,False,0,0,0
4061,0,54.5,16.4,1,0,0,0,2.0,False,0,1,1
4063,0,57.5,,1,0,1,0,2.0,False,0,0,1
4067,0,36.7,1.0,1,0,0,0,1.0,False,0,0,1
4071,3,38.0,14.8,1,0,0,0,5.0,False,0,0,1
4072,1,28.4,3.0,1,0,1,0,3.0,False,1,0,1
4077,0,29.4,3.0,1,1,1,0,2.0,False,0,0,1
4079,1,49.7,,1,0,0,0,3.0,False,0,0,0
4081,0,48.5,21.3,1,0,0,0,2.0,False,0,1,0
4085,0,46.8,2.8,1,0,0,0,2.0,False,0,0,1
4086,1,35.8,12.3,1,0,0,1,2.0,False,1,0,1
4087,0,61.0,39.8,1,0,0,0,2.0,False,0,0,1
4091,0,26.1,3.1,1,1,0,0,1.0,False,1,1,1
4092,1,42.5,,1,0,0,0,3.0,False,1,1,1
4096,0,38.1,0.5,1,0,0,0,2.0,False,1,1,1
4098,0,64.4,,1,0,0,0,1.0,False,0,0,0
4101,0,43.3,0.5,1,0,0,0,2.0,False,1,0,1
4104,2,38.9,1.7,1,0,0,0,4.0,False,1,1,1
4108,1,37.6,14.3,1,0,0,0,3.0,False,0,0,1
4115,0,53.3,18.4,1,0,0,0,1.0,False,0,0,1
4118,0,37.1,3.6,1,0,0,0,2.0,False,1,1,1
4121,0,62.3,,1,0,0,0,2.0,False,0,0,1
4123,0,34.7,14.7,1,0,0,1,2.0,True,1,1,1
4124,0,53.1,2.0,1,0,0,0,2.0,False,0,0,1
4129,1,25.0,1.6,1,0,0,1,3.0,False,1,1,0
4130,0,60.9,,1,0,0,0,2.0,False,1,1,1
4132,0,50.5,3.5,1,0,0,0,2.0,False,1,0,1
4134,0,46.6,4.3,1,1,1,0,2.0,False,0,0,1
4137,0,67.6,,1,0,0,0,2.0,False,0,0,1
4147,0,34.7,1.8,1,0,0,0,2.0,False,0,1,1
4148,0,45.3,5.5,1,0,0,0,1.0,False,0,0,1
4149,0,50.7,1.3,1,1,0,0,2.0,False,1,1,1
4150,0,62.7,,1,0,1,0,2.0,False,0,0,1
4156,1,30.2,6.6,1,0,0,0,3.0,False,0,0,1
4161,0,57.1,,1,0,0,0,2.0,False,0,0,1
4164,0,39.9,17.3,1,0,1,0,1.0,False,0,0,1
4165,0,57.9,13.4,1,1,1,0,1.0,False,0,0,1
4167,0,60.5,,1,0,0,0,2.0,False,0,0,1
4170,1,46.1,4.3,1,0,0,0,3.0,False,0,0,1
4172,0,47.8,5.8,1,0,0,0,1.0,False,0,0,1
4180,0,55.5,,1,0,1,0,2.0,False,0,1,1
4181,0,29.2,4.2,1,0,0,0,1.0,False,0,0,0
4182,0,51.3,0.9,1,0,1,0,2.0,False,1,1,1
4183,0,58.5,,1,0,0,0,2.0,False,0,0,1
4190,0,63.2,,1,0,0,0,1.0,False,0,0,0
4191,0,50.5,9.3,1,1,1,0,1.0,False,1,1,1
4193,0,46.7,1.8,1,0,0,0,1.0,False,0,0,1
4205,0,28.3,2.2,1,0,0,0,2.0,False,0,0,1
4210,0,55.3,,1,0,0,0,2.0,False,0,0,1
4212,1,39.6,11.5,1,1,1,0,3.0,False,1,1,1
4213,0,33.1,6.1,1,1,0,0,2.0,False,0,0,1
4215,1,51.3,1.6,1,1,0,0,3.0,False,1,1,1
4216,0,60.8,,1,0,1,0,2.0,False,0,1,1
4217,0,54.9,17.6,1,0,1,0,2.0,False,0,1,1
4219,0,63.1,5.8,1,0,0,0,1.0,False,0,0,1
4223,0,29.8,0.8,1,0,0,0,1.0,False,1,0,1
4224,0,46.4,28.4,1,1,1,0,2.0,False,0,0,1
4227,0,66.9,,1,0,0,0,2.0,False,0,0,1
4229,0,68.8,,1,0,0,0,1.0,False,0,0,1
4230,0,50.9,22.7,1,1,1,0,2.0,False,0,0,1
4236,0,52.9,6.8,1,0,0,0,1.0,False,1,0,1
4238,0,56.0,,1,0,0,0,1.0,False,0,0,1
4239,1,33.4,3.2,1,0,1,0,3.0,False,0,0,1
4241,0,63.3,,1,0,1,0,2.0,False,0,1,1
4244,0,52.0,9.0,1,0,0,0,1.0,False,0,0,0
4246,0,63.7,18.1,1,0,1,0,1.0,False,0,0,1
4247,0,27.7,1.5,1,0,0,0,2.0,False,1,1,0
4249,0,28.3,8.2,1,0,0,0,2.0,False,0,0,0
4250,0,46.6,6.7,1,0,0,0,2.0,False,0,1,1
4251,2,35.8,4.3,1,0,0,0,4.0,False,0,1,1
4255,0,41.5,17.7,1,0,0,0,2.0,False,0,1,1
4258,1,37.3,16.7,1,1,1,0,3.0,False,0,1,1
4259,0,29.4,3.3,1,0,0,0,1.0,False,1,1,1
4260,0,36.0,5.9,1,0,0,0,2.0,True,0,1,0
4261,0,36.0,5.9,1,0,0,0,2.0,False,0,1,0
4262,0,60.5,41.2,1,0,1,0,1.0,False,0,1,1
4274,0,55.9,7.3,1,0,0,0,2.0,False,1,1,1
4276,0,42.1,18.6,1,0,0,0,1.0,False,0,1,0
4284,2,31.9,6.3,1,1,1,0,4.0,False,0,0,0
4287,0,39.5,6.6,1,1,1,0,2.0,False,0,1,1
4290,0,35.1,0.4,1,0,0,0,2.0,False,1,1,1
4292,0,35.1,0.4,1,0,0,0,2.0,True,1,1,1
4293,0,44.3,2.3,1,1,1,0,1.0,False,1,1,1
4294,0,36.9,7.9,1,1,1,0,2.0,False,0,1,1
4301,0,54.3,4.0,1,0,1,0,1.0,False,0,0,1
4302,1,52.9,,1,0,0,0,3.0,False,0,0,1
4303,1,52.9,,1,0,0,0,3.0,True,0,0,1
4304,0,29.4,2.4,1,0,0,0,1.0,False,0,0,0
4305,0,26.2,7.2,1,0,0,0,2.0,False,1,1,1
4308,0,32.8,6.1,1,1,0,0,2.0,False,0,1,1
4310,0,35.5,0.8,1,1,1,0,2.0,False,0,1,1
4318,1,52.2,3.8,1,1,1,0,3.0,True,0,0,1
4319,0,31.5,8.1,1,0,1,0,2.0,False,0,0,1
4320,0,33.6,4.0,1,0,0,0,2.0,False,1,1,1
4328,1,42.5,7.1,1,0,0,0,3.0,False,0,1,1
4330,0,27.4,3.4,1,0,1,0,1.0,False,1,0,1
4335,0,42.5,8.3,1,0,0,0,2.0,False,1,1,1
4342,0,45.5,15.3,1,0,1,0,2.0,False,0,0,1
4345,1,38.9,4.8,1,0,1,0,3.0,False,0,1,1
4350,0,55.0,0.8,1,0,1,0,2.0,False,0,0,1
4351,1,31.6,4.4,1,0,0,0,3.0,False,0,1,1
4360,0,58.9,,1,0,1,0,2.0,False,0,0,0
4361,1,38.6,4.4,1,0,0,0,3.0,False,0,0,1
4362,0,33.5,10.4,1,0,0,0,1.0,False,0,1,0
4366,3,38.9,2.3,1,1,1,0,5.0,False,1,1,1
4368,0,36.7,2.0,1,0,0,0,2.0,False,0,0,1
4369,0,30.6,1.8,1,0,1,0,2.0,False,0,0,1
4370,0,47.6,15.1,1,0,0,0,2.0,False,0,1,1
4372,0,36.1,2.1,1,1,0,0,2.0,False,0,1,1
4373,1,34.5,1.0,1,0,0,0,3.0,False,1,0,1
4378,0,41.5,10.0,1,0,1,0,2.0,False,0,0,1
4385,0,49.1,27.3,1,1,0,0,2.0,False,0,1,0
4386,3,37.0,12.3,1,1,1,0,5.0,False,0,1,0
4387,0,34.7,1.0,1,0,0,0,2.0,False,0,0,0
4388,0,27.1,0.8,1,1,0,0,2.0,False,1,0,0
4392,0,44.9,10.7,1,0,1,0,2.0,False,0,0,0
4397,1,40.1,7.8,1,1,0,0,2.0,False,0,0,0
4401,0,47.6,2.7,1,0,1,0,2.0,False,0,1,0
4407,0,62.1,,1,0,0,0,2.0,False,0,1,0
4410,0,47.9,6.4,1,1,0,0,2.0,False,0,1,0
4417,0,60.2,,1,0,1,0,2.0,False,1,1,0
4424,0,54.6,18.1,1,1,1,0,1.0,False,0,0,0
4425,0,60.5,,1,0,0,0,1.0,False,0,0,0
4426,3,30.5,1.1,1,0,0,0,5.0,False,0,1,0
4427,0,32.5,8.2,1,0,0,0,2.0,False,0,0,0
4428,1,27.5,7.0,1,1,1,0,2.0,False,0,0,0
4429,0,43.4,4.2,1,1,1,0,2.0,False,0,0,0
4436,0,52.1,1.2,1,0,1,0,2.0,False,0,0,0
4437,0,50.9,9.3,1,0,1,0,2.0,False,0,0,0
4441,0,62.4,,1,0,1,0,2.0,False,1,0,0
4444,0,33.9,0.8,1,1,1,0,2.0,False,1,1,0
4447,0,28.2,1.9,1,0,1,0,2.0,False,1,0,0
4450,0,29.4,5.3,1,1,1,0,2.0,False,0,0,0
4454,1,31.9,4.4,1,1,0,0,3.0,False,1,0,0
4456,0,37.0,4.8,1,1,1,0,2.0,False,0,1,0
4457,0,30.2,3.9,1,1,1,0,2.0,False,0,0,0
4458,0,40.1,12.8,1,1,1,0,2.0,False,0,0,0
4466,0,44.7,13.4,1,1,1,0,2.0,False,0,0,0
4469,0,58.5,,1,0,0,0,2.0,False,0,0,0
4470,0,34.0,2.5,1,1,0,0,2.0,False,0,0,0
4473,0,28.4,0.3,1,0,1,0,2.0,False,1,1,0
4475,0,58.6,0.4,1,0,0,0,1.0,False,0,0,0
4477,0,31.5,4.8,1,1,0,0,2.0,False,1,0,0
4478,0,35.8,6.8,1,1,0,0,2.0,False,0,0,0
4479,0,63.8,,1,0,1,0,1.0,False,0,0,0
4484,0,52.2,1.3,1,1,0,0,1.0,False,1,1,0
4485,0,45.2,5.5,1,1,1,0,1.0,False,0,0,0
4487,2,44.0,20.2,1,1,1,0,4.0,False,0,1,0
4490,2,44.0,20.2,1,1,1,0,4.0,True,0,1,0
4498,0,53.4,4.6,1,0,1,0,2.0,False,0,1,0
4503,1,39.3,11.2,1,0,1,0,2.0,False,0,0,0
4506,0,45.6,27.4,1,1,1,0,2.0,False,0,0,0
4514,0,48.7,,1,0,1,0,2.0,False,0,1,0
4517,0,38.7,20.3,1,1,1,0,2.0,False,0,0,0
4521,2,28.5,6.2,1,1,0,0,4.0,False,0,1,0
4522,0,53.8,4.4,1,1,1,0,2.0,False,1,0,0
4524,0,52.2,,1,0,1,0,2.0,False,0,0,0
4526,0,53.1,3.4,1,1,0,0,2.0,False,0,0,0
4532,0,28.9,1.2,1,1,1,0,2.0,False,0,0,0
4537,0,32.1,3.9,1,0,0,0,1.0,False,1,1,0
4539,0,46.4,4.5,1,1,0,0,2.0,False,0,0,0
4540,0,35.2,17.2,1,1,0,0,1.0,False,0,0,1
4542,0,41.5,4.2,1,1,1,0,2.0,False,1,0,1
4549,0,44.2,1.6,1,0,0,0,2.0,False,0,0,1
4550,1,47.0,5.4,1,0,0,0,3.0,False,1,1,1
4552,0,65.9,,1,0,0,0,2.0,False,0,0,1
4554,0,66.8,,1,0,0,0,2.0,False,1,0,1
4555,1,31.9,5.2,1,0,0,0,3.0,False,0,0,0
4556,0,30.1,1.5,1,0,0,0,2.0,False,0,0,1
4557,1,41.7,5.8,1,1,1,0,3.0,False,1,1,1
4565,0,49.6,5.7,1,0,0,0,2.0,False,0,1,1
4567,2,39.4,14.5,1,0,0,0,4.0,False,0,0,1
4569,0,53.4,5.2,1,0,0,0,1.0,False,0,0,1
4570,1,28.8,6.5,1,0,0,0,3.0,False,0,0,1
4577,0,38.0,7.6,1,0,0,0,2.0,False,0,1,1
4578,2,30.5,2.5,1,0,1,0,4.0,False,1,1,1
4582,0,45.6,3.9,1,0,0,0,1.0,False,0,1,1
4589,2,27.8,0.7,1,1,0,0,4.0,False,1,1,0
4590,1,47.2,4.7,1,0,0,0,3.0,False,1,1,1
4592,1,52.5,8.1,1,0,0,0,2.0,False,0,0,1
4594,0,36.9,2.1,1,0,0,0,1.0,False,0,0,1
4597,0,41.6,19.4,1,0,1,0,2.0,False,0,0,1
4600,0,66.7,,1,0,1,0,2.0,False,0,0,1
4603,0,43.1,6.4,1,1,1,0,2.0,False,0,0,0
4606,2,33.1,0.7,1,1,0,0,4.0,False,1,1,1
4609,1,28.6,8.1,1,0,0,0,3.0,False,0,1,0
4610,0,61.2,,1,0,1,0,1.0,False,1,0,1
4611,0,58.2,2.3,1,0,0,0,2.0,False,0,1,1
4612,0,57.3,4.5,1,0,0,0,1.0,False,0,0,1
4616,1,27.8,4.5,1,0,0,0,2.0,False,0,1,0
4626,0,58.5,,1,0,1,0,2.0,False,0,1,1
4629,1,40.0,12.4,1,1,1,1,3.0,False,0,0,1
4631,0,61.1,,1,0,0,0,2.0,False,0,0,1
4638,0,62.7,0.6,1,0,1,0,2.0,False,0,1,1
4644,0,45.5,0.6,1,0,0,0,2.0,False,1,0,0
4647,1,37.3,4.4,1,0,0,0,2.0,False,0,0,1
4653,1,42.8,0.4,1,0,1,0,3.0,False,1,1,1
4658,0,36.8,4.4,1,1,0,0,2.0,False,1,0,1
4659,0,24.9,3.1,1,0,0,0,1.0,False,0,0,1
4666,0,52.1,,1,0,0,0,2.0,False,0,0,1
4674,0,55.9,,1,0,1,0,2.0,False,0,0,1
4675,0,45.7,19.5,1,0,0,0,2.0,False,0,1,0
4679,0,38.4,5.7,1,0,0,0,1.0,False,0,0,1
4684,0,54.9,,1,0,0,0,2.0,False,0,0,1
4686,0,49.7,7.5,1,0,0,0,2.0,False,0,0,1
4689,2,43.9,15.4,1,0,1,0,4.0,False,1,0,1
4694,0,59.9,,1,0,0,0,2.0,False,0,1,1
4696,0,47.3,11.7,1,0,0,0,2.0,False,0,0,1
4701,0,55.7,,1,0,1,0,2.0,False,0,0,1
4702,0,59.7,13.9,1,0,0,0,1.0,False,0,0,1
4703,2,32.0,10.6,1,1,1,0,4.0,False,0,1,1
4705,1,44.1,1.9,1,0,0,0,3.0,False,0,1,1
4706,2,32.4,2.2,1,0,0,0,4.0,False,1,1,1
4711,0,32.9,1.9,1,0,0,1,1.0,False,0,0,0
4714,2,38.8,18.9,1,0,1,0,4.0,False,1,0,1
4718,0,22.1,1.2,1,0,0,0,2.0,False,0,0,1
4719,0,28.3,6.9,1,0,0,0,2.0,False,0,0,0
4720,0,33.8,11.6,1,0,0,0,1.0,False,0,1,1
4725,0,64.2,,1,0,0,0,2.0,False,0,1,1
4727,0,57.9,,1,0,0,0,1.0,False,0,0,1
4746,1,33.5,7.5,1,0,0,0,3.0,False,0,0,0
4750,1,26.5,2.9,1,1,1,0,3.0,False,0,0,1
4751,2,31.3,0.3,1,0,1,0,4.0,False,0,1,1
4758,0,64.3,14.1,1,0,1,0,2.0,False,0,0,1
4759,1,38.6,5.8,1,0,0,0,2.0,False,0,1,1
4761,0,57.6,,1,0,0,0,2.0,False,0,1,1
4764,0,42.3,0.7,1,0,0,0,2.0,False,0,1,1
4765,1,43.6,24.1,1,1,0,0,3.0,False,0,0,1
4770,1,30.3,1.8,1,1,0,0,3.0,False,0,0,0
4772,0,49.2,11.2,1,0,0,0,1.0,False,1,0,1
4774,1,33.4,12.4,1,0,0,0,2.0,False,0,0,0
4776,1,38.0,4.6,1,0,1,0,3.0,False,0,1,1
4780,1,57.1,10.1,1,0,0,0,3.0,False,0,0,1
4782,0,59.1,,1,0,0,0,1.0,False,0,0,1
4784,2,37.8,8.4,1,0,0,0,4.0,False,0,0,1
4786,0,43.0,6.0,1,0,0,0,1.0,False,0,0,1
4788,0,27.0,3.4,1,1,0,0,2.0,False,0,0,0
4789,0,48.3,25.4,1,0,0,0,1.0,False,0,0,1
4790,0,43.4,4.9,1,0,0,0,2.0,False,0,1,1
4791,0,60.1,34.1,1,0,0,0,2.0,False,0,1,1
4795,1,45.8,19.4,1,0,1,0,3.0,False,1,0,1
4796,0,26.9,0.5,1,1,1,0,2.0,False,1,1,1
4799,0,48.5,4.8,1,0,0,0,1.0,False,0,0,1
4800,0,59.1,,1,0,1,0,2.0,False,0,0,1
4801,0,47.9,6.1,1,1,0,0,1.0,False,1,0,1
4802,0,35.4,0.5,1,0,0,0,1.0,False,1,0,0
4803,0,43.7,4.1,1,0,1,0,2.0,False,1,1,1
4812,1,31.4,3.3,1,1,1,0,3.0,False,0,0,1
4813,2,31.3,6.6,1,0,0,0,3.0,False,0,0,1
4815,2,36.7,3.9,1,0,0,0,4.0,False,0,1,1
4816,0,66.0,,1,0,1,0,2.0,False,0,0,1
4818,0,53.9,,1,0,0,0,2.0,False,1,0,1
4821,0,27.0,4.3,1,0,0,0,1.0,False,1,1,0
4822,0,36.7,1.5,1,0,0,0,1.0,False,1,1,1
4823,1,39.8,18.2,1,0,0,0,3.0,False,1,0,0
4827,0,64.5,,1,0,0,0,2.0,False,1,1,1
4829,0,52.2,15.4,1,0,0,0,1.0,False,0,1,1
4831,2,39.6,11.6,1,0,0,0,4.0,False,1,1,0
4832,1,41.5,6.1,1,1,1,0,3.0,False,0,0,0
4833,0,37.7,5.4,1,1,0,0,1.0,False,0,0,0
4834,0,37.2,0.6,1,0,0,1,2.0,False,0,0,1
4837,0,61.5,,1,0,0,0,2.0,False,1,1,1
4842,2,48.8,3.1,1,0,0,0,4.0,False,1,0,1
4843,1,31.5,12.3,1,0,0,0,3.0,False,1,1,0
4847,0,58.6,,1,0,0,0,2.0,False,0,0,0
4850,0,60.6,,1,0,0,0,1.0,False,0,0,1
4851,2,30.0,4.2,1,0,0,0,4.0,False,1,1,0
4862,1,40.4,2.7,1,0,0,0,3.0,False,1,1,0
4864,0,52.0,10.2,1,1,0,0,2.0,False,0,0,1
4866,2,44.9,,1,0,0,0,4.0,False,1,0,1
4868,0,41.0,0.5,1,0,0,0,2.0,False,0,1,1
4877,2,32.2,2.0,1,0,0,0,4.0,False,0,0,1
4879,1,42.6,3.6,1,0,0,0,3.0,False,1,1,1
4882,1,39.5,6.9,1,0,0,0,3.0,False,0,0,1
4889,1,28.8,0.4,1,1,0,0,3.0,False,0,0,1
4890,1,39.3,15.2,1,1,0,0,3.0,False,1,1,1
4894,0,58.9,,1,0,0,0,2.0,False,0,0,1
4896,0,40.7,6.7,1,0,1,0,2.0,False,0,1,1
4898,0,65.1,,1,0,0,0,2.0,False,1,0,1
4900,1,34.9,14.4,1,0,0,0,3.0,False,0,0,1
4904,1,37.7,7.9,1,1,1,0,3.0,False,0,0,1
4905,0,37.8,10.5,1,1,1,0,1.0,False,0,0,1
4908,1,29.8,2.9,1,0,0,0,3.0,False,0,0,1
4909,0,44.5,8.2,1,0,0,0,1.0,False,0,0,1
4911,0,28.2,0.3,1,0,0,0,1.0,False,1,0,1
4913,1,29.5,3.2,1,0,0,0,2.0,False,1,0,0
4917,0,60.4,,1,0,0,0,2.0,False,0,0,1
4921,0,28.7,0.6,1,0,0,0,1.0,False,1,1,0
4922,0,36.4,4.3,1,0,0,0,2.0,False,1,1,0
4923,0,40.8,7.1,1,0,0,0,2.0,False,1,1,1
4925,0,54.7,3.4,1,0,1,0,2.0,False,0,1,0
4927,0,37.6,5.3,1,0,1,0,2.0,False,0,0,0
4928,0,25.4,3.0,1,0,0,0,1.0,False,1,1,0
4932,1,25.9,3.4,1,0,0,0,3.0,False,1,0,1
4936,0,64.9,,1,0,0,0,1.0,False,0,0,1
4939,0,42.5,5.5,1,1,0,0,2.0,False,1,1,0
4940,0,61.2,,1,0,0,0,2.0,False,0,0,1
4946,0,37.5,2.2,1,0,0,0,2.0,False,0,0,1
4948,1,45.2,2.7,1,0,0,0,2.0,False,0,0,0
4953,2,34.6,3.6,1,0,0,0,4.0,False,0,1,1
4959,0,26.7,8.3,1,0,0,0,2.0,False,1,0,0
4964,1,45.8,8.5,1,0,0,0,3.0,False,0,1,1
4965,1,26.6,0.4,1,0,0,0,3.0,False,1,1,0
4967,0,57.1,,1,0,0,0,2.0,False,1,0,1
4969,0,63.8,,1,0,0,0,1.0,True,0,0,1
4971,0,63.8,,1,0,0,0,1.0,False,0,0,1
4972,0,46.5,5.5,1,0,0,0,2.0,False,1,1,1
4978,0,65.6,,1,0,0,0,2.0,False,0,0,1
4985,0,41.2,6.0,1,0,0,0,1.0,False,1,0,0
4986,1,36.1,7.0,1,0,0,0,3.0,False,0,1,0
4991,0,52.2,10.7,1,0,0,0,1.0,False,0,1,1
4992,1,42.9,12.6,1,0,0,0,3.0,False,1,0,1
4994,1,24.9,2.9,1,0,0,0,3.0,False,1,1,0
4995,1,32.2,10.6,1,1,0,0,3.0,False,1,1,1
4996,0,57.9,4.6,1,0,0,0,2.0,False,0,0,1
4999,0,47.3,2.1,1,0,0,0,1.0,False,0,0,0
5001,1,41.2,9.1,1,0,1,0,2.0,False,0,0,1
5002,0,30.0,1.3,1,0,0,0,2.0,False,0,0,1
5007,1,32.9,9.8,1,0,0,0,3.0,False,1,1,1
5012,0,59.0,,1,0,0,0,2.0,False,0,1,1
